10.02,0.00876552,0.00770701,1.17978,-0.00621881,-0.00998851,0.020902,0.423778,0.610633,0.0984848,-0.0471352,-0.0315493,-0.00836117,0.00734169,-0.00147504,0.0122131,0.515167
10.04,0.00876552,0.00770701,1.17978,-0.00621881,-0.00998851,0.020902,0.326195,0.577228,0.0858557,-0.0277818,-0.0107206,0.00318228,0.00734169,-0.00147504,0.0122131,0.515167
10.06,0.00876552,0.00770701,1.17978,-0.00621881,-0.00998851,0.020902,0.326195,0.577228,0.0858557,-0.0277818,-0.0107206,0.00318228,0.00734169,-0.00147504,0.0122131,0.515167
10.08,0.00830626,0.00621275,1.18187,-0.00274966,-0.0381629,0.0138256,0.315874,0.569273,0.0789998,-0.00895361,0.00423909,-0.00642401,0.00734169,-0.00147504,0.0122131,0.515167
10.1,0.00830626,0.00621275,1.18187,-0.00274966,-0.0381629,0.0138256,0.315874,0.569273,0.0789998,-0.00895361,0.00423909,-0.00642401,0.00734169,-0.00147504,0.0122131,0.515167
10.12,0.00830626,0.00621275,1.18187,-0.00274966,-0.0381629,0.0138256,0.310098,0.563186,0.0803422,-0.00995392,-0.00265637,-0.000815811,0.00734169,-0.00147504,0.0122131,0.515167
10.14,0.00830626,0.00621275,1.18187,-0.00274966,-0.0381629,0.0138256,0.397489,0.573649,0.0906206,0.0628262,0.0124438,0.0026836,0.00734169,-0.00147504,0.0122131,0.515167
10.16,0.00830626,0.00621275,1.18187,-0.00274966,-0.0381629,0.0138256,0.397489,0.573649,0.0906206,0.0628262,0.0124438,0.0026836,0.00734169,-0.00147504,0.0122131,0.515167
10.18,0.00830626,0.00621275,1.18187,-0.00274966,-0.0381629,0.0138256,0.397489,0.573649,0.0906206,0.0628262,0.0124438,0.0026836,0.00734169,-0.00147504,0.0122131,0.515167
10.2,0.00772726,0.00480852,1.18376,-0.00303585,-0.00104966,0.0165777,0.535529,0.612849,0.0814355,0.0629924,0.0148483,0.00388005,0.00734169,-0.00147504,0.0122131,0.515167
10.22,0.00772726,0.00480852,1.18376,-0.00303585,-0.00104966,0.0165777,0.625896,0.616646,0.0853576,0.032124,-0.00570768,0.00095724,0.00734169,-0.00147504,0.0122131,0.515167
10.24,0.00772726,0.00480852,1.18376,-0.00303585,-0.00104966,0.0165777,0.625896,0.616646,0.0853576,0.032124,-0.00570768,0.00095724,0.00734169,-0.00147504,0.0122131,0.515167
10.26,0.00772726,0.00480852,1.18376,-0.00303585,-0.00104966,0.0165777,0.600239,0.61024,0.0827035,-0.0500136,-0.00698465,0.0072278,0.00734169,-0.00147504,0.0122131,0.515167
10.28,0.00772726,0.00480852,1.18376,-0.00303585,-0.00104966,0.0165777,0.450409,0.602647,0.0907863,-0.0681557,0.00364214,-0.000192359,0.00734169,-0.00147504,0.0122131,0.515167
10.3,0.0070698,0.00442196,1.18558,0.00247263,-0.0174536,0.0154752,0.450409,0.602647,0.0907863,-0.0681557,0.00364214,-0.000192359,0.00734169,-0.00147504,0.0122131,0.515167
10.32,0.0070698,0.00442196,1.18558,0.00247263,-0.0174536,0.0154752,0.450409,0.602647,0.0907863,-0.0681557,0.00364214,-0.000192359,0.00734169,-0.00147504,0.0122131,0.515167
10.34,0.0070698,0.00442196,1.18558,0.00247263,-0.0174536,0.0154752,0.359197,0.612237,0.0873,-0.0390125,-0.00295762,-0.00351969,0.00734169,-0.00147504,0.0122131,0.515167
10.36,0.0070698,0.00442196,1.18558,0.00247263,-0.0174536,0.0154752,0.355816,0.634394,0.095781,0.0275549,0.0125729,0.00647257,-0.0127342,-0.013617,0.00817822,0.515227
10.38,0.0070698,0.00442196,1.18558,0.00247263,-0.0174536,0.0154752,0.355816,0.634394,0.095781,0.0275549,0.0125729,0.00647257,-0.0127342,-0.013617,0.00817822,0.515227
10.4,0.0070698,0.00442196,1.18558,0.00247263,-0.0174536,0.0154752,0.398519,0.649456,0.10021,0.0215978,0.00992742,-0.00262251,-0.0127342,-0.013617,0.00817822,0.515227
10.42,0.00640748,0.00448888,1.18711,-0.00351647,-0.00763569,0.0137483,0.401715,0.662043,0.0988359,0.0231242,0.0122361,0.00147423,-0.0127342,-0.013617,0.00817822,0.515227
10.44,0.00640748,0.00448888,1.18711,-0.00351647,-0.00763569,0.0137483,0.438039,0.655321,0.109566,0.0107557,-0.00138281,0.00208939,-0.0127342,-0.013617,0.00817822,0.515227
10.46,0.00640748,0.00448888,1.18711,-0.00351647,-0.00763569,0.0137483,0.438039,0.655321,0.109566,0.0107557,-0.00138281,0.00208939,-0.0127342,-0.013617,0.00817822,0.515227
10.48,0.00640748,0.00448888,1.18711,-0.00351647,-0.00763569,0.0137483,0.440068,0.653971,0.104676,-0.0150897,-0.00319668,-0.00546019,-0.0127342,-0.013617,0.00817822,0.515227
10.5,0.00640748,0.00448888,1.18711,-0.00351647,-0.00763569,0.0137483,0.396587,0.633651,0.103919,-0.0212591,-0.0121597,0.00244214,-0.0127342,-0.013617,0.00817822,0.515227
10.52,0.00640748,0.00448888,1.18711,-0.00351647,-0.00763569,0.0137483,0.396587,0.633651,0.103919,-0.0212591,-0.0121597,0.00244214,-0.0127342,-0.013617,0.00817822,0.515227
10.54,0.00542177,0.00521481,1.18824,-0.00443233,-0.0102802,0.010239,0.363825,0.619897,0.0991073,-0.0119739,-0.00702489,-0.00515742,-0.0127342,-0.013617,0.00817822,0.515227
10.56,0.00542177,0.00521481,1.18824,-0.00443233,-0.0102802,0.010239,0.363825,0.619897,0.0991073,-0.0119739,-0.00702489,-0.00515742,-0.0127342,-0.013617,0.00817822,0.515227
10.58,0.00542177,0.00521481,1.18824,-0.00443233,-0.0102802,0.010239,0.326799,0.59949,0.0960749,-0.0171719,-0.00210794,-0.00419321,-0.0127342,-0.013617,0.00817822,0.515227
10.6,0.00542177,0.00521481,1.18824,-0.00443233,-0.0102802,0.010239,0.292375,0.58126,0.0950833,-0.0198168,-0.0106672,0.00238222,-0.0127342,-0.013617,0.00817822,0.515227
10.62,0.00542177,0.00521481,1.18824,-0.00443233,-0.0102802,0.010239,0.292375,0.58126,0.0950833,-0.0198168,-0.0106672,0.00238222,-0.0127342,-0.013617,0.00817822,0.515227
10.64,0.00542177,0.00521481,1.18824,-0.00443233,-0.0102802,0.010239,0.292375,0.58126,0.0950833,-0.0198168,-0.0106672,0.00238222,-0.0127342,-0.013617,0.00817822,0.515227
10.66,0.00437393,0.00549889,1.18864,-0.00974723,-0.0173654,0.00308916,0.266846,0.578059,0.0797503,-0.0138226,-0.00129717,-0.00653964,-0.0127342,-0.013617,0.00817822,0.515227
10.68,0.00437393,0.00549889,1.18864,-0.00974723,-0.0173654,0.00308916,0.270759,0.579717,0.0760798,0.00898235,0.000462379,-0.00509579,-0.0127342,-0.013617,0.00817822,0.515227
10.7,0.00437393,0.00549889,1.18864,-0.00974723,-0.0173654,0.00308916,0.270759,0.579717,0.0760798,0.00898235,0.000462379,-0.00509579,-0.0127342,-0.013617,0.00817822,0.515227
10.72,0.00437393,0.00549889,1.18864,-0.00974723,-0.0173654,0.00308916,0.311791,0.553219,0.0756172,0.0155128,-0.0241879,-0.000482165,0.00335248,-0.00539884,0.0107369,0.516877
10.74,0.00437393,0.00549889,1.18864,-0.00974723,-0.0173654,0.00308916,0.310964,0.501161,0.0723898,-0.00564718,-0.0205022,-0.000736003,0.00335248,-0.00539884,0.0107369,0.516877
10.76,0.00437393,0.00549889,1.18864,-0.00974723,-0.0173654,0.00308916,0.310964,0.501161,0.0723898,-0.00564718,-0.0205022,-0.000736003,0.00335248,-0.00539884,0.0107369,0.516877
10.78,0.00312999,0.00567308,1.18856,-0.0020576,2.12323e-05,0.00359958,0.310964,0.501161,0.0723898,-0.00564718,-0.0205022,-0.000736003,0.00335248,-0.00539884,0.0107369,0.516877
10.8,0.00312999,0.00567308,1.18856,-0.0020576,2.12323e-05,0.00359958,0.322534,0.47927,0.0565182,0.00206909,-0.0107132,-0.00884375,0.00335248,-0.00539884,0.0107369,0.516877
10.82,0.00312999,0.00567308,1.18856,-0.0020576,2.12323e-05,0.00359958,0.319515,0.466053,0.0513358,0.00551345,0.00070241,-0.000283109,0.00335248,-0.00539884,0.0107369,0.516877
10.84,0.00312999,0.00567308,1.18856,-0.0020576,2.12323e-05,0.00359958,0.319515,0.466053,0.0513358,0.00551345,0.00070241,-0.000283109,0.00335248,-0.00539884,0.0107369,0.516877
10.86,0.00312999,0.00567308,1.18856,-0.0020576,2.12323e-05,0.00359958,0.278599,0.498065,0.0553199,-0.0279679,0.0201007,-0.00461931,0.00335248,-0.00539884,0.0107369,0.516877
10.88,0.00312999,0.00567308,1.18856,-0.0020576,2.12323e-05,0.00359958,0.278599,0.498065,0.0553199,-0.0279679,0.0201007,-0.00461931,0.00335248,-0.00539884,0.0107369,0.516877
10.9,0.00228164,0.00598352,1.18811,-0.00194118,-0.0152825,-5.52436e-05,0.20825,0.516351,0.0489844,-0.0288274,0.0087255,-0.00169275,0.00335248,-0.00539884,0.0107369,0.516877
10.92,0.00228164,0.00598352,1.18811,-0.00194118,-0.0152825,-5.52436e-05,0.20825,0.516351,0.0489844,-0.0288274,0.0087255,-0.00169275,0.00335248,-0.00539884,0.0107369,0.516877
10.94,0.00228164,0.00598352,1.18811,-0.00194118,-0.0152825,-5.52436e-05,0.175689,0.547951,0.0433094,-0.0127725,0.018271,0.00495946,0.00335248,-0.00539884,0.0107369,0.516877
10.96,0.00228164,0.00598352,1.18811,-0.00194118,-0.0152825,-5.52436e-05,0.217587,0.568912,0.0511276,0.041545,0.00384191,-0.00119566,0.00335248,-0.00539884,0.0107369,0.516877
10.98,0.00228164,0.00598352,1.18811,-0.00194118,-0.0152825,-5.52436e-05,0.217587,0.568912,0.0511276,0.041545,0.00384191,-0.00119566,0.00335248,-0.00539884,0.0107369,0.516877
